	text	labels	predicted	cross_predicted
19	Turn up in Westminster once, and collapse the Government. Shouting from the sidelines is totally unconstructive, when there is actually something you could do.	0	1	1
31	Halala was never part of islam lekin halala ke naam par mulle khoob maje le rabe tumahri maa behan beti ke aur tum bhi maje se dekh rahe unki izzat lutate huye. Aise to baat baat par bomd fod dete ho lekin ek bhi muslim londa inn mullon ke against kuch nahi bolta. Dhikkar hai	1	0	0
44	STILL. AND ALWAYS. #fucktheredhats #fuckracism #fucktrump https://www.facebook.com/hyperboymedia/posts/10162227454980654 …	0	1	1
48	If a Hindu mob were to lynch Muslim doctors, every political leader, Modi to Mamata to Rahul to Nitish to Kejri would announce a slew of compensation, visit the victims, and do elaborate Man ki Baats. Mujhe Maro, Mera Doctors ko maat maro, maat maro mere bhaiyon! Hindus disowned	0	1	1
63	#Government #Politics #Political #Democrats #Republicans #Elections #Voting #TeaParty #LeftWing #RightWing #NotMyPresident #President #TwoFacedRepublicans #Hypocrisy #Hypocrite #Trump #DonaldTrump #FuckTrump… https://www.instagram.com/p/B0lTuWggWjV/?igshid=1v4qy4e969s4x …	0	1	1
74	No Muslim MP of both houses favoured Teen Talaq bill. Teen Talaq stopped scope of call to these MP's and all opposing MP from Mulla Maulvi Imam to perform HALALA. Now they do additional sex with ladies of his own house's. @ghulamnazad @OmarAbdullah @salman7khurshid @ahmedpatel	1	0	0
80	'My prime focus this morning is to speak as loudly and confidently as possible whilst actually spouting the most incoherent stream of shit conceivable.'	0	1	1
86	This was expected of you because we know you and your party believes in HALALA !!	1	0	0
87	How patronising and typical of the #Brexit little England mentality. Did you realise how stupid you make the UK look when you come out with this	0	1	1
91	@EmilyThornberry can’t wait to see your salty tears flow when we leave the #EU.  You are a disgusting, vile, nasty and un-democratic just like your party.    #brexit #outmeansout #brexitmeansbrexit #brexitparty_uk #Conservative #labour #LibDems #snp	0	1	1
106	Sad watching the UK making a total arse of itself.	0	1	1
113	British Muslim cleric tells boys they can have sex slaves Da1  https://www.youtube.com/watch?v=EJqSpmPD4GU …	0	1	1
143	Why are you trying to destroy it with a disastrous no deal Brexit with no mandate.	0	1	1
144	Do you even know that in quran have sex with slave and war captive are halal and exception to adultery?    MANY MUSLIM DONT KNOW THIS RULE AND I WILL LET YOU KNOW THIS RULE    DO YOU THINK IT IS MORAL?	0	1	1
145	Maybe whilst there, you could have taken questions from journalists, rather than hiding & releasing propoganda bulletins.    If you're a serious PM, you would allow some scrutiny without No.10 spin jockeys pumping out silly soundbites. Until then the nickname stays: #BackDoorBoris	1	0	0
161	#America #hypocrites #FuckTrump #FuckICE #FuckYourFlag #FeedTheChristiansToTheLions #TrumpConcentrationCamps #TrumpHasKidsInCages #trumpIsAKiller #TrumpHotels #trumpIsAKiller #LostTrumpHistory	0	1	1
164	'कुछ' नही , बोहोत ज्यादा लोचा है..! कितना शर्मसाक है हिंदुस्थान में की भरी Debate में कोई 'जय श्री राम' एक पवित्र नारे को 'आतंकी' बोल देते है ,पर कुछ लोगो को तो इसमे कुछ आपत्ती नजर नही आती, दोगलापन ।  #Shame On Mamata Banerji  #Tanvi Das   #Aparna Sen  #Intolernce Gang  जय श्री राम 	1	0	0
174	Here’s why the Republican Party is in danger of being aged out of existence #Resist #ResistTrump #FuckTrump 	0	1	1
175	Man I still ain’t got mines #fucktrump	0	1	1
192	Muslims mate with any thing, it’s just sister brother sex. Pleasure is pleasure. 	1	0	0
196	And may God bless you with a Muslim doctor when you are at your weakest and most dependent on a doctor..!    So that you REALISE your nonsense at least at the time of ur death.. if not before..!	0	1	1
199	Shame Shame , Mamata banerji.  Aparna Sen & its 48 puppets, where are you ?	1	0	0
200	I don't know why it's called 'The Great Hack', because it isn't about a hack at all. But it's on Netflix and it reveals the very scary, very dirty and seedy underbelly of the situation that the UK and US are in now. #Brexit #Trump	0	1	1
207	Sudhir     Run a dna on population control    All problems solved, can you convince UP Hindus n Muslims to cut back on unprotected sex n population control	0	1	1
214	50 million girls are killed in womb by your way of life. More than 50% way of life don’t have potty training. Devdasi pratha is still sacred in your way of life. Halala has no place in islam but Your way of life is looking at it with so much hope and lust is amazing 	1	0	0
232	Derek NoBrain’s aukat? Let us see, he cannot win an election in WB, he can only suck up to Mamata Banerji and sound smart, Mamata falls for it because of her weakness in English, but now there is Mahua. Derek is a nobody and my prediction is he will fade out sooner than later 	0	1	1
238	Do u even know what is halala or just keeping blabbering..it is already forbidden in islam.	0	1	1
240	Bc pura ek sentence angreji mai. Kya bat.	1	0	0
255	@reality45325068     I used to live with a Sri Lankan Sinhala .....know lots of stuff Muslims    Like sex slaves ....arabs come to SL use Paki/SL/Maldives women as sex slaves ...    There are lot of pakis/arabs in SL.    Sri Lanka is different ..    .India is different...	0	1	1
273	I don't support @DerbyChrisW, nor am I a member of the @UKLabour party. But I am so disgusted by Corbyn's @jeremycorbyn position on #Brexit that I am cutting up my membership card. 	1	0	0
282	Yes do share issues for awarness and education  In name of freedom same sex is legal in most western countries  But any things are many time better then muslim world	1	0	0
285	There is no place for halala in islam. Allah wii give curse to those who do nikah halala.	0	1	1
286	This is not threats this is fun..!!    Bengal main rahana hai  To Jai Mamata Bolna hai     We're living in TMC Talibaan Ruling state ,    Thanks Didi	1	0	0
303	Pennsylvania Republicans under fire for putting minority congresswomen’s faces on dartboard at county fair #Resist #ResistTrump #FuckTrump 	0	1	1
307	why don't people ever talk about the 1.5 million whites who were forcefully enslaved by the African Muslims and turned into galley/sex slaves. much worse fate than being a plantation slave.	0	1	1
316	My friend: The GOP is now the party of rape, racism, misogyny and xenophobia - unless of course Russia is involved. MAGATS just don't get it. The GOP is DEAD. #fuckracists #fucktrump #suckstobegop	0	1	1
342	Even if everybody was, certainly millions and millions of people aren’t calling a single person a racist.   #Trump #RacistInTheWhiteHouse #RacistInChief #POTUS45 #FuckTrump #RacistRapistPresident #RacistPOTUS #Racist #RacistRepublicans	0	1	1
344	Just think what could be done with that cash here!	0	1	1
345	Boris Johnson Elected New PM for the UK, 2725 - YouTube Obama was a quisling, and Islam apologist, a cultural Marxist. Hope Palmer is a disgrace to the presidency of the United States 	0	1	1
354	via @PamelaGeller: Muslim Terrorists Vow New Attacks on the West, Homicide Bombers in New York, Burning Palace of Westminster in London #ISIS http://dlvr.it/R9R1tP 	0	1	1
365	Has Mamata Banerjee wished the doctor fraternity today? #DoctorsDay is inspired by Dr Bidhan Chandra Roy, Bharat Ratna and second CM of Bengal. Ironically, West Bengal now has a CM who thinks it is ok for doctors to die in the line of duty because it suits her communal politics!	1	0	0
373	Also dont boycott halala. Ask @khanumarfa  how much fun it is.	1	0	0
382	I think he expected crowds of Tories to come out to support him. He has that same needy problem that Trump has.	0	1	1
384	Democracy is a bitter pill. Only people who could upend peace are terrorists, you may know some.. disgusting scaremongering.    'Bluster and bravado' is a perfect description for Sinn Fein who are loyal European Unionists and champions of the EU Commonwealth.	0	1	1
392	'Republican Jesus' He's not like the real Jesus, this guy only cares about rich, white people.   https://www.teepublic.com/t-shirt/5467470-republican-jesus?store_id=123265 …  GET 35% OFF EVERYTHING!!!   #jesus #religious #Hypocrisy #Hypocrites #offensive #fucktrump #only #Socialist #progressive #Election2020 #RepublicansAreEvil #tees	0	1	1
397	They have sold their themselves and their SOUL. FOR JUST MATERIALS.	0	1	1
399	Lol...anyways..MUSLIMS invented flying donkey, flat earth, sex with goats, donkeys and minors girls. We definately wont be doing that. No one else would do it.	0	1	1
404	These lists of banned substances have been around forever.  Stupid boy.	0	1	1
411	Majority of these are fake news. 'Muslim ban' was countries where terrorist were operating. 'Mexicans are rapists' was referring to the smugglers. Even Huffpost said 80% women and children are raped crossing the border.	0	1	1
423	Is this really so difficult for you to understand, or are you being disingenuous?	1	0	0
436	You’re going to trigger the independence of Scotland.    You’re going to cause a rekindling of the Northern Ireland troubles.     Ultimately Northern Ireland will also split from England.     You better think about a new national flag.	1	0	0
439	Now doubt women is not a sex object “ pagans” used treat someday object . Islam gave women all rights and all guidelines how to act with her husband. Now read Quran as Muslim and then talk . Don’t give us these pagans lectures 	0	1	1
442	Yes it is true and she's also a bigamist.  She married the 2nd b4 divorcing her 1st.  But her excuse is that her 1st marriage was according to Muslim beliefs.	0	1	1
447	I see what you mean.    It's like in Russian Roulette, you have the 'opportunity' to blow your brains out.    #c4news #StopBrexit #BrexitReality #BrexitChaos #BrexitShambles #BrexitMayhem #RevokeArticle50 #RemainerNow #Brexit	0	1	1
451	India at it’s worst phase.... aaj hindu muslim horaha hai kal ST SC HOGA Ffir general obc chalega .... indeed we steeped into a new india.   Whatever you guys did was 100 n 1% correct @ZomatoIN . #Zomato	1	0	0
459	Don't cry over beached up baby. His dad's sure to have fathered two dozen more from four wives. Don't fall for victim card #RefugeesGoBack	1	0	0
465	#MAGA???  #FUCKTRUMP!     #FUCKYOUREPUBLICANS!   	0	1	1
480	Islam is really great    For COOKED FLASH they need           'Halal'    For FRESH FLASH           'HALALA'    	1	0	0
492	One more thing in 2005 the Same Mamata Banerjee was opposing These infiltrators, now the 180° Mamata Banerjee appeasing them as Vote Bank  Same thing will happen with BJP too..!!    Amit Shah ki Police Mandir tutane se bacha nahi pai  Mandir banayegi 	1	0	0
494	Yeah, so, Islam is an idea, not a race.  ...a terrible, hateful, idea and you disgrace yourself in its defense.  Everybody likes the legal immigrants.  Most of them are voting Trump.  :)    Sincerely, some guy, native of some place.	0	1	1
498	Mamata hasn't became mad, she changed her disgusting strategies:    1. Total M vote  2. Divided H betwn Bangali & non-Bengali    For 1: She showed anger against Jai Shri Ram  For 2: Controversial statements in hospital, doctors are outsiders, BJP outsider's party, Bengali language etc.	0	1	1
503	Good. BTW the majority of Northern Irish voted to Remain in the EU. Why should they follow an English prime minister who has no democratic legitimacy to continue pursuing the FAILED #Brexit project?  #StayTogether in EU was clear message from last election results across UK:	1	0	0
508	Bruh the bar prices at ICC are so fkn stiff. There's no way I'll be paying double-triple the initial price for vodka and lemonade. Need my brothers to get a bottle bc how must I jol without it?     Holy fuck I sound like a typical brown uncle	0	1	1
509	'We Should've Built A Wall'   Upset your racist relatives next Thanksgiving.  https://www.teepublic.com/t-shirt/5467819-we-shouldve-built-a-wall?store_id=123265 …  GET 35% OFF EVERYTHING!!   #NativeAmerican #fucktrump #Immigration #immigrants #immigrantsgetthejobdone #progressive #socialist #nowall #dontbuildthewall #DoubleStandards #Hypocrisy	0	1	1
535	In the name of Islam, there should be no room for the disgrace and injustice of women in Pakistan.  #اسلامی_معاشرہ_کا_قیام	0	1	1
543	Jesus. How much longer do we have to put up with his garbage? I honestly am in shock the man is still standing. #fucktrump	0	1	1
547	Muslim complaint then look into this. Hindu complaint then food has no religion! Wow @ZomatoIN this was the worst PR you could have done to yourself to get some eyeballs from NDTV and liberal gang !	0	1	1
551	#MoscowMitch #fucktrump  Moscow Mitch thinks this is the official seal of the president of the U.S..  Don't Tell him he is wrong.  He gets all sad and weepy when his omniscience is questioned. 	0	1	1
555	Try serving non halala meat to person practicing Islam and then tell food has no religion you hypocrites ,	0	1	1
557	The Twitter troll army has gone so mad that they're uninstalling Zomato to show their support knowing that they'll install it again after few days when lured by offers and discounts. I want to ask dumb Twitterians isn't this hypocrisy?	0	1	1
559	If you don’t stop flip flopping you will be toast.	0	1	1
562	But Arlene and the extreme unionists do not want that, and they are the Jenga brick stopping the Tory roof collapsing.	0	1	1
565	This is awesome, playtime uniting two countries. Someone take #chumptrump and the Mexican president to the park please. It’s the politicians who are creeps #FuckTrump 	0	1	1
571	@DnaZeeNews I am a Hindu Hindusthani Nationlalist.Down with Mahuwa Moitra and her supporters.She is parrot of Mamata Banerji & TMC.Abusive talk ,languge , Word, behaviour is agressive & condemed.Fascism is in West Bengal.Down with Martin Longman.Jai Hind !	0	1	1
582	Most Of America’s Terrorists Are White, And Not Muslim 	0	1	1
588	By that standard all international treaties are undemocratic. A pretty useless adjective.    Nobody will stop the UK from exiting that treaty, esp. not if the future EU should block a good solution for the border in bad faith. What do you think would happen?	0	1	1
616	India's current political scenario will resurface in Bollywood in Nov. SRK (Congress) vs Aamir (Mamata Di). Salman doesn't give a fuck (BJP)	0	1	1
617	Where is your self-respect? Are you really OK with being the bumbling pawn of the alt-right?	0	1	1
620	@MamataOfficial Begum Mamata worry not.    Wise People of West Bengal kick you out of office soon now.    Your arrogance,    your anti-Hindu stand,    anti-Doctors stand,    anti-Indian culture stand,    your WB anti-development stand,    your anti-Muslim development stand    brings you down.	1	0	0
632	Look what they did to Jamal Khashoggi, they don’t care. They’re a disgrace for Islam	0	1	1
637	Rape, murder, butchery, bombs, Rdx, throat slitting, using Allah's & Muhammad's name, sex slave trade, drug money...all this in the name of Allah, the merciful.    Muslim intellects of India wont raise a voice against this filth.    Continued:    https://www.jihadwatch.org/2019/07/islamic-state-the-soldiers-of-the-caliphate-is-everywhere-and-will-attack-immediately-in-your-countries …	0	1	1
647	Bro, Halala is just a product manufactured by these moulvis. We reject it but you'll listen to them, how can i help u here.    They have hijacked Islam. Halala is sheer non-sense but regretfully some Hindus use this to mock muslims.	0	1	1
649	#moscowmitch is #putinsbitch. Just waiting for my #fucktrump cup and will order another.  Thanks for all you do!	0	1	1
653	And then he went & hid in Stormont for the duration of his visit #johnsonisacoward	0	1	1
666	These clubs constantly take advantage of these friendlies you pay top dollar for a ticket to see some kid play from the B team. Here in NY we’re starting to learn our lesson I won’t attend these stupid ass ICC matches ever again. It’s a Con	0	1	1
679	they seriously believe that we Muslims will leave India if they keep mentally torturing us by constantly attacking our religion? Islamophobia has actually made us mentally and spiritually stronger dayummm!!!	0	1	1
688	CNN & Lemon are Anti-American !  Hate the President ?  Is a SLAM against America ! Far Left want to Destroy America. DEMS Rigged the State Elections allowing Radical Muslims to promote HATE & TERROR ! Ilahn Omar. Rashida Tliab, OAC, Pressley !  We will PROTECT America !	0	1	1
693	Hindu: I don't want my food being delivered by a M in this month of the season.  #Zomato: Religion my ass. Food is religion.     Muslim: I will not accept non halal food.  Z: Forgive us your highness. We respect your religious sensibilities and will do as thy command #boycottzomato	0	1	1
695	Somebody needs to educate ALL - How can OTC product be termed as doping by ICC standards? It’s either banned or NOT banned ? This is stupid legacy rules continuing setting up failures	0	1	1
701	No. Infact I rated it 5 star and 1000 like me have done so. Good deed done by Zomato to expose a pervert. https://twitter.com/nirajmishra_/status/1156557884571783168 …	0	1	1
714	Did Mamata n Patnaik say fuck off to KCR ? Did Modi say that too ?     #FrustratedKcr #deeply     @trsharish   @RaoKavitha	0	1	1
725	Don’t dare offend Islam ....it’s a disgrace how they treated this man.	0	1	1
728	#boycottzomato #IStandWithAmit #Zomato you have two rules simultaneously for hindus and for muslims..... And that's not fair.... We live in a democratic secular country where every 1 has the right of choice.... By hurting the majority sentiments, you have taken a risk...Not fair.	1	0	0
736	You can try to tear our hearts out, but still we rise. #immigrantsmakeamericagreat #immigration #fucktrump https://www.instagram.com/p/B0lgniOA2Rx/?igshid=76wi9ec1qneq …	0	1	1
740	(1)Carry on there are many muslims name like--yasmin bhatt,adu dusana,bagdadi,laden....baaki lakho hai naam btane ka koi jariri nahi hai tm v jante hoge....aur jinka naam tm liye ho unki respect har indian krta hai kyuki unhone desh k liye bhoot kuch kiya hai	1	0	0
741	Harland and Wolff are going bust. They will be even more of a Titanic disaster after October.	0	1	1
755	Few eminent Muslims of Kolkata have written letter to Mamata Banerjee about:    1. Attack on Doctors  2. Attack on ex Miss India.    Eminent Muslims said- 'In both cases attackers were Muslims & Mamata should punish them.'    -    Even Muslims know Sky is the limit of Mamata's appeasement	1	0	0
768	Good job #Sweden  You've abandoned your people. #smh #RefugeesGoBack #GlobalismIsDead #WeAreWatching #WeAreWaiting	0	1	1
773	And Im suggesting Boris goes round the DUP so he doesnt need their support. They dont represent majority opinion in NI anyway. Its madness: a NI party who dont represent a majority in NI holding up brexit because they dont want a NI only backstop 	0	1	1
776	No, it's not happening in Arab world. And planned Halala is a strict crime in Islam. As worse as adultery which is a major crime.	0	1	1
791	Watching cricket is like watching flies fuck. No loss. 	0	1	1
792	Only hoping that no undeserving team wins due to stupid and rubbish point system by ICC	0	1	1
797	The reason I prefer to step out to shop not to this bull shot e-commerce.  Please execute delivery to a Muslim customer through a Balmiki person & see the monkey dance.    I urge people be active, step out yourself to shop, be healthy get what do you want.	1	0	0
812	That’s not white supremacy though is it. That means whites thinking AND ACTING as though they are superior to others. What these Jew/Muslim joint actions are concerned with is protecting stuff like Halal/Kosher, circumcision and the right to wear religious garb. 1/2	1	0	0
819	The same way ...zomato provides food without discriminating...and bhakts can’t delete twitter other wise where they can blabber thoughts ... p. S :- I am neutral audience. But go check definition of liberals and bhakts.. and then see mirror and ask yourself which is good	1	0	0
820	Even after the international disgrace and (genuine) outrage of Rotherham with the release of the Jay Report, the priority remains 'community cohesion' and sensitivity to Islam over justice and protecting children.  It boggles the mind, and is a sign that the UK's future is dire.	1	0	0
825	At home Saheb is all tough but on US trip , he turns into a #DIHATI_AURAT asking @POTUS to mediate on #KashmirIssue	1	0	0
833	What kind of wish is that Ex CM wants his state to burn...@ncbn he is sounding like a FASCIST..he will be liked only Mitra @moitra_mahua and Mamata banerji @MamataOfficial	1	0	0
841	Yet you project the shortcomings of the muslim ruling class on to others, DEFLECTING , DIVERTING AND LYING TO THE MASSES!!! #bdsmovement	1	0	0
849	Unless your marrying someone who’s not Muslim or someone of the same sex, 99% all parents will accept it at some point	1	0	0
851	YUP  Bless your MP for setting it all up.  The Muslims have to be given a special deal    Did you read that leaked document   where Politicians are trying to set up 2nd more protective sex offenders Register for Muslims only.   This would Stop the Public or Media from exposing them https://twitter.com/juliahu90326989/status/1156631499288002561 … pic.twitter.com/xbbmsr20ue	1	0	0
854	#OpQAnon #FUCKQanon #FuckTrump #OpTrump @GOP #KochSuckers #ShinyObjects #ShockDoctrine #Worldwide #FUCKThem	0	1	1
858	BJP government's promise of scholarship to minorities is as hollow as their other jumlas.   Perhaps the Yogi led UP government @BJP4UP should explain its veiled attack on Urdu language and madrassas @syedasimwaqar	1	0	0
866	FACT: Seeds of decay in #mcx @ncdex were sown during his tenure. Killed jobs.     @SEBI_India @FinMinIndia @PMOIndia @ETPrime_com @EconomicTimes	0	1	1
898	Who will you give the award of biggest chutiya among the two chutiyas    Rt for 1st chutiya @sanjaymanjrekar   Like for 2nd chutiya @SumitkadeI     My vote goes to samosewala 	1	0	0
907	Definition of FOOL as per http://dictionary.com , http://en.oxforddictionaries.com   “a silly or stupid person; a person who lacks judgment or sense / a clown”    Why @nipfp_org_in @bsindia etc are tolerating him?	0	1	1
931	#Dalal And #Paid_Media Yy Silent On This News ??    Now ALL #Hindu Brothers And Sisters SEE The #CCTV_FOOTAGE How INNOCENT & #Peaceful_Muslims Attacks on #Hindu_Temple at Lal Quan Delhi in #Kashmir 'Stone_Peter's' Style    @ippatel @KapilMishra_IND @Swamy39 @sudhirchaudhary	1	0	0
935	Attack on any place of worship or worshippers is an attack on the very pluralism & diversity of our dear country.    This act of vandalism is highly condemnable & I demand that the culprits be prosecuted & convicted in a time-bound manner	0	1	1
943	How’s the Josh?     IAF- flying High sir     How are the terrorists?    IAF- 300 died sir     #AirSurgicalStrikes	0	1	1
975	#Pakistan is a like a rogue state. Some of our politicians should learn from #Bangladesh     @MehboobaMufti @OmarAbdullah @MamataOfficial      Bangladesh halts visas for Pakistani nationals amid diplomatic impasse	0	1	1
989	Best Totichor in the worldproud you sir❤❤❤	1	0	0
994	Way of giving talaq is different u mullas give talaq instantly and at will.....  While non muslim can't give talaq, they have to go to court...  So stop Ur nonsense	1	0	0
1004	Oh really, who promised you years sister, what if you sleep and didn't wake up tomorrow, i have seen many people died like that, healthy people, having no past health issues, died without any preparations	1	0	0
1032	England won the match because तेरे जैसे रंडी के बीज ही गुलामी करते थे उनकी    #INDvENG	1	0	0
1050	It wont affect to alia but it will effect to your TRP...भोसडीके	1	0	0
1070	Bangladeshi Islamic terrorists are in India. India should not be a safe haven for them.	0	1	1
1077	Indian sexy girl Full sex video#फुल चुदाई https://ift.tt/2KSQ23B 	1	0	0
1079	Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposes her bigotry & hypocrisy & shows mirror to musIims who turn blind eye to ills in their own religion. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end	0	1	1
1089	I am with my friend Amarprjt   kumar visvas   भोसडीके	1	0	0
1102	Some sissy called Ajai Shukla claimed I didn't have the 'guts and stature' to walk on the street in Srinagar. Sharing a video I just recorded while driving in Srinagar. I've been staying less than km away from Lalchowk. I have a threat to my life. But haven't sold my conscience.	0	1	1
1103	Lutyens Journalists including Ravish, Abhisar, PP Bajpai, Ashutosh, etc discussing saffronization of Indian cricket team Jersey in this fake WhatsApp group chat.    Please do read and give feedback.	1	0	0
1125	Divorce may be initiated by either husband or wife. If the husband seeks the divorce, it is called Talaq. If the wife wants the divorce, it is called khula. #tripletalaqtruth	1	0	0
1132	Did you know that Syed Ali Shah Geelani had given a shutdown call yesterday (Friday) in support of so called 'political prisoners'? Not a single shop was shut in Srinagar. Life was normal in Kashmir. Infact traffic jam in many areas. Thugs of Hurriyat can't fool Kashmiris now.	0	1	1
