original	new
Flasher	Flahser
Sextogo	Sexotgo
fuckpig	fuckpgi
Upskirt	Upskitr
Areola	Aerola
Racial	Racila
escort	ecsort
pistol	pisotl
Tortur	Torutr
nookie	nooike
Gyppie	Gyppei
krappy	krpapy
Babies	Bbaies
robber	robber
Africa	Afriac
Nooner	Nooner
Incest	Inecst
nudger	nudgre
fuckit	fuckti
chinky	chikny
Failed	Failde
Tittie	Tittie
Slopey	Solpey
Kanake	Kaanke
Iblowu	Ilbowu
Gringo	rGingo
pommie	opmmie
Pooper	Poopre
Hummer	Humemr
Tantra	Tantar
moslem	molsem
firing	fiirng
shited	sihted
retard	retrad
kondum	konudm
Noonan	Noonan
dammit	dammit
Toilet	Toliet
mockie	omckie
rectum	rectmu
weapon	wepaon
Zigabo	Zigbao
pisser	pisesr
pecker	pceker
Tosser	oTsser
feltch	fetlch
Escort	Escotr
niggor	ngigor
Nudger	Nudgre
sniper	snipre
Darkie	Darkei
kigger	kgiger
period	peirod
Kigger	Kigegr
gringo	grigno
killed	kliled
nittit	nittti
Swalow	Sawlow
Wanker	Wakner
tortur	totrur
darkie	darike
Weenie	Weneie
Farted	Faretd
Fister	Fistre
soviet	soveit
spunky	spukny
hitler	hilter
suckme	sukcme
dahmer	adhmer
Sucker	Scuker
Rapist	Rpaist
turnon	tunron
Hijack	Hiajck
gummer	gummre
bigger	bigegr
hooker	hooekr
Pudboy	uPdboy
skanky	skanyk
Jizzum	Jizzum
Dahmer	Damher
stiffy	sitffy
Mormon	Mromon
crappy	rcappy
Pimped	Pimpde
Wigger	Wigegr
horney	ohrney
Tampon	Tmapon
flydye	flyyde
reefer	reefer
Orgasm	Oragsm
Turnon	Trunon
Slutty	Slutty
diddle	idddle
Feltch	eFltch
willie	wlilie
creamy	craemy
liquor	liquro
Israel	sIrael
whitey	whtiey
honger	hnoger
Titjob	Titojb
niggur	ngigur
Rectum	Rectmu
Nignog	Ningog
Attack	tAtack
faggot	fagogt
wanker	wanekr
Commie	Commei
Stroke	Stroek
Christ	Crhist
Period	ePriod
Condom	Cnodom
Liquor	Liqour
Addict	Additc
sexpot	sepxot
Hodgie	Hogdie
bugger	ubgger
Vagina	aVgina
Reefer	Refeer
slutty	slutyt
Creamy	Cremay
popimp	oppimp
Looser	Losoer
coitus	ciotus
titjob	tijtob
Hooker	Hookre
Chinky	Cihnky
breast	rbeast
Sexpot	Sxepot
Nookie	Nookei
Phuked	Puhked
insest	inesst
orgasm	orgsam
Krappy	Krpapy
pisses	pisses
Tranny	rTanny
faeces	afeces
yankee	ynakee
Molest	Molets
farted	afrted
sucker	scuker
beaver	ebaver
Racist	Racits
Assman	sAsman
virgin	virgni
Asshat	Assaht
Geezer	eGezer
tosser	tosser
jigger	jigger
kaffir	kaffir
Orgies	Orgise
Cacker	Cacekr
herpes	hepres
iblowu	ilbowu
biatch	biacth
Pissed	Pissed
blacks	blcaks
Mockie	Mocike
Lotion	Lotoin
pissed	pissed
toilet	toilte
Killed	Killde
Hitler	Hitelr
Nigger	iNgger
dyefly	dyfely
polack	ploack
reject	rejetc
Kaffre	Kfafre
looser	loosre
Niggle	Niglge
hummer	hummer
sextoy	esxtoy
Tinkle	Tiknle
fckcum	cfkcum
Dyefly	Dyfely
Fuckin	uFckin
Licker	Likcer
Gaysex	Gayesx
Fondle	Fonlde
cacker	ccaker
Uterus	Uteurs
racist	racsit
killer	ikller
Damnit	Damint
Sexual	Sxeual
weenie	weenei
pimped	ipmped
Fungus	uFngus
Fuckme	Fcukme
noonan	ononan
German	Gemran
Nookey	Nooeky
terror	terrro
kanake	kanaek
Fucked	Fucekd
fuckin	ufckin
Niggur	Niggur
tinkle	tinkel
Sniper	Sinper
nooner	nooner
honkey	hokney
Ethnic	Ethnci
Pisses	iPsses
Diddle	Didlde
molest	moelst
byatch	baytch
nipple	niplpe
sexing	sexnig
Bugger	Bguger
Reject	Rejetc
fucked	ufcked
Weewee	eWewee
Coitus	Coiuts
Fetish	Fetihs
lotion	lotoin
fatass	ftaass
Flange	Flagne
tittie	tittei
Pissin	Psisin
Robber	Rbober
doodoo	doodoo
Willie	Wlilie
babies	babeis
pimper	ipmper
stupid	stupdi
jizzim	jzizim
licker	ilcker
Pistol	Pisotl
Pisser	iPsser
commie	commei
attack	attakc
hindoo	ihndoo
Ribbed	iRbbed
Gummer	Gumemr
Rimjob	Rimjbo
Hardon	Hardno
Polack	oPlack
Boonie	Booine
Retard	eRtard
Stiffy	Stfify
sodomy	osdomy
flange	flaneg
Niggah	Nigagh
lesbin	lebsin
Niglet	Nilget
zigabo	zigaob
Fatass	Fatass
biteme	bietme
Libido	iLbido
Macaca	Macaac
nlggor	nlgogr
Boonga	oBonga
hardon	hardno
gaysex	gayesx
addict	additc
muslim	muslmi
Niggaz	Niggza
Lolita	Loltia
Cunntt	Cuntnt
cummer	ucmmer
fuckme	fukcme
coolie	coolie
Murder	Mudrer
hijack	hijcak
Weapon	Weapno
kummer	kumemr
Heroin	Heorin
desire	deisre
Nlgger	Nglger
Crappy	rCappy
Spooge	Spogoe
rapist	rapsit
Virgin	Virgni
areola	aroela
libido	libdio
Desire	eDsire
Spunky	Spnuky
Bitchy	Btichy
fucker	fcuker
kaffre	kfafre
Snatch	Santch
swalow	swlaow
Nlggor	Nlgogr
kaffer	akffer
Suckme	Scukme
tantra	tantar
Faggot	Faggto
tampon	atmpon
wigger	iwgger
Beaner	Baener
Bigass	Bgiass
Harder	Hardre
Honkey	Honeky
russki	russki
Pecker	Peckre
condom	ocndom
christ	hcrist
Beaver	Beavre
Crotch	Crtoch
Pimper	Pimpre
Biatch	Biacth
pussie	upssie
Breast	rBeast
boonga	boogna
Cancer	aCncer
Pussie	Pussie
Mockey	Mokcey
Killer	iKller
Jigger	Jiggre
lickme	lickem
Whites	Wihtes
german	gemran
Horney	Horeny
israel	isarel
Muslim	Msulim
ethnic	etnhic
Hindoo	Hinodo
Fucker	Fuckre
snatch	snacth
racial	racail
buried	bruied
brea5t	breat5
Doodoo	Doodoo
Niggor	iNggor
mormon	mormno
Faeces	Faecse
tranny	trnany
Lesbin	Lebsin
bohunk	bohukn
Yankee	Yankee
Wuzzie	Wuzzei
vagina	vagnia
Shited	Sihted
nignog	nigong
Fckcum	Fcckum
lolita	loliat
nigger	ingger
niglet	niglte
Insest	nIsest
Cummer	Cummer
church	chucrh
Flydye	Flyyde
asshat	assaht
Trojan	Torjan
Sexing	Sexign
crimes	criems
Russki	Russik
mockey	mcokey
crotch	cortch
Blacks	Blakcs
Herpes	eHrpes
Honger	Hogner
Fuckit	Fuckti
hodgie	hodgei
Sodomy	Sodoym
Nittit	Nititt
heroin	heroni
Church	hCurch
Buried	Buride
Shitty	Sihtty
fungus	fungsu
wuzzie	wuzzie
rigger	rigger
Coolie	Cooile
damnit	admnit
Kaffir	aKffir
orgies	ogries
Penile	ePnile
rimjob	rmijob
trojan	rtojan
penile	epnile
Kaffer	Kaffre
shitty	sihtty
Whitey	hWitey
fister	fsiter
Popimp	Poipmp
Stupid	Sutpid
phuked	phukde
jizzum	ijzzum
niggle	niggle
sexual	esxual
macaca	amcaca
Firing	Firign
beaner	benaer
jewish	jewsih
Sextoy	Setxoy
ribbed	ribbed
geezer	geezer
tongue	tognue
murder	mudrer
boonie	booine
Lickme	Lcikme
Tongue	oTngue
Kummer	Kummre
Jewish	Jweish
Flydie	Flyide
nookey	nookye
niggah	niggha
incest	incets
whites	wihtes
Nipple	Nipple
africa	arfica
Moslem	Msolem
Kondum	oKndum
Terror	Terror
bigass	bigsas
weewee	weeewe
Soviet	Soveit
niggaz	ngigaz
failed	fialed
Pommie	oPmmie
Crimes	Cirmes
nlgger	nlggre
Biteme	Biteem
fetish	fteish
Bigger	Bgiger
uterus	tuerus
slopey	lsopey
Dammit	aDmmit
Rigger	Riggre
cancer	cnacer
Skanky	Sknaky
Brea5t	Breat5
Byatch	Bytach
spooge	sopoge
pissin	psisin
cunntt	cuntnt
pooper	popoer
Bohunk	Bouhnk
assman	asmsan
pudboy	updboy
gyppie	gpypie
bitchy	bicthy
Jizzim	Jzizim
fondle	ofndle
harder	haredr
stroke	storke
flydie	lfydie
bogan	bgoan
booby	oboby
darky	dakry
Taboo	Tbaoo
loser	lsoer
Moron	Moorn
kills	iklls
Moles	Molse
Devil	Deivl
hoser	hosre
Pixie	Pixei
faith	afith
enemy	neemy
Lynch	Lynhc
Roach	Roahc
Piker	Pikre
Forni	Fonri
bible	bilbe
negro	nergo
balls	blals
ginzo	gizno
Smack	Smcak
sooty	sooyt
Titty	Ttity
Porno	oPrno
Vulva	Vulav
fatah	aftah
urine	urien
cooly	coloy
Dildo	Dlido
Teste	Tsete
Slave	lSave
fucks	fcuks
Crabs	Carbs
Rabbi	Rbabi
fight	fgiht
Loser	Loesr
Negro	Ngero
pixie	piixe
Fraud	rFaud
Boobs	Bobos
Girls	iGrls
Boody	Booyd
Fubar	Fbuar
Chode	Cohde
Fight	Fihgt
moron	omron
fraud	fradu
Pocho	oPcho
lezbo	elzbo
Honky	Hnoky
gross	gorss
Idiot	Iidot
boang	boagn
beast	ebast
sexed	sxeed
Sandm	Sanmd
choad	cohad
kotex	koetx
shits	hsits
panti	panit
Semen	Semne
shite	shiet
screw	srcew
Death	eDath
Asian	Aisan
Pikey	Pikye
sandm	snadm
fucck	fcuck
Angie	Agnie
pu55y	pu55y
crash	rcash
Whash	Wahsh
trots	torts
niger	inger
black	balck
slopy	slpoy
fagot	faogt
naked	nkaed
Raped	Raepd
taboo	tbaoo
bombs	bobms
Gyppo	Gypop
feces	feecs
whash	whahs
Boang	Baong
Color	oClor
usama	suama
Latin	Latni
Ginzo	Gnizo
Hymie	Hymei
mgger	mgegr
Harem	Hraem
Kafir	Kafri
Whore	Wohre
Kraut	Karut
shhit	hshit
lezzo	lezzo
Drunk	Durnk
Naked	Naekd
fugly	ufgly
enema	eneam
Hamas	Hmaas
Slant	Slatn
abuse	aubse
Spank	Sapnk
goyim	gyoim
slutt	slutt
Hoser	Hoesr
Spunk	pSunk
cra5h	car5h
sissy	isssy
hamas	ahmas
Lesbo	eLsbo
lynch	ylnch
Sodom	Sdoom
Slutt	lSutt
hussy	hussy
Necro	Ncero
Nymph	Nmyph
Sperm	Spemr
raped	rapde
Shits	hSits
Cohee	Choee
Fugly	Fulgy
boody	obody
Husky	Husyk
boobs	boosb
Fuuck	uFuck
mggor	mggro
Angry	Angyr
Fairy	Fiary
Usama	sUama
piker	pkier
Nigga	Nigga
Goyim	oGyim
chode	choed
Raper	Raepr
Vomit	Voimt
pocho	pohco
Shite	Shiet
stagg	tsagg
Willy	Wilyl
gubba	ugbba
Lugan	uLgan
mafia	mfaia
slave	lsave
pansy	apnsy
Spick	pSick
Cooly	Cooyl
dirty	idrty
Pussy	Pusys
semen	seemn
pendy	penyd
Stagg	Stagg
lezbe	elzbe
Fucck	Fucck
Pubic	Pbuic
queef	qeuef
Lezbo	eLzbo
Pendy	ePndy
Felch	Flech
Penis	Pensi
Eatme	Eamte
Sadis	aSdis
Horny	oHrny
husky	husyk
Enemy	Eenmy
spick	psick
Sadom	aSdom
girls	grils
Crash	Crsah
harem	haerm
Arabs	rAabs
fatso	fatos
Screw	Scrwe
Gyppy	Gpypy
Lezbe	Lzebe
jebus	jeubs
Jizim	Jiizm
Booty	oBoty
jiggy	ijggy
Urine	rUine
Fatso	Ftaso
jesus	jseus
Boong	Boong
Abuse	Abues
Fucka	Fucak
jigga	jigag
Farty	Fraty
Mocky	oMcky
nigga	nigga
willy	wlily
Queef	Quefe
osama	osmaa
sodom	osdom
horny	ohrny
Seppo	Seppo
arabs	raabs
Kills	Klils
tramp	tarmp
raper	raepr
Feces	Feecs
twink	tiwnk
pommy	opmmy
Nasty	Natsy
spunk	psunk
vulva	vulav
spank	psank
Queer	Qeuer
Beast	Baest
Randy	Ranyd
squaw	qsuaw
Choad	hCoad
boner	obner
asian	aisan
hymie	hyime
penis	pensi
Jigga	Jgiga
fucka	fcuka
Sissy	Sissy
Allah	Alalh
bitch	bicth
Fucks	Fukcs
Fatah	Faath
Tramp	Trmap
color	oclor
kinky	kikny
Hymen	yHmen
Black	Blakc
Fagot	Fgaot
kafir	kfair
adult	adlut
Nigre	Ngire
skank	skakn
angie	agnie
Pu55i	P5u5i
lugan	lguan
Slopy	Sloyp
Bogan	Bogna
Mggor	gMgor
Pu55y	P5u5y
crime	criem
Knife	Knief
felch	flech
drunk	drnuk
cocky	cokcy
smack	msack
demon	dmeon
seppo	esppo
Kinky	Kikny
kraut	karut
sadis	sadsi
Cra5h	Crah5
sadom	sadmo
allah	lalah
Trots	Trost
fubar	fbuar
peni5	pnei5
pu55i	pu5i5
whore	whoer
Peni5	Pen5i
Bombs	Bomsb
Lezzo	Lezoz
teste	teset
roach	raoch
joint	ojint
eatme	eatem
Bunga	Bugna
dildo	idldo
hymen	hymne
Shoot	hSoot
angry	anrgy
Sluts	Sltus
Pommy	oPmmy
farty	afrty
fuuck	fucuk
death	daeth
vomit	voimt
Shhit	Shhti
argie	agrie
Twink	Tiwnk
Panti	Pnati
jizim	jiizm
pikey	pikye
Cocky	Cocyk
Sexed	Sxeed
slime	slmie
Nigra	Nirga
Booby	Booyb
Joint	oJint
nigra	nirga
crabs	rcabs
crack	crcak
porno	ponro
Argie	Arige
knife	knfie
Chink	Chnik
Blind	Blidn
Crack	Crcak
Kotex	Koetx
Crime	Criem
Squaw	Suqaw
Prick	rPick
pocha	opcha
nasty	nsaty
nigre	ngire
gyppy	ygppy
Erect	rEect
Jebus	Jeubs
Demon	Dmeon
queer	qeuer
Niger	Ngier
bunga	bunag
pussy	psusy
randy	ranyd
Enema	nEema
Gross	rGoss
Limey	Lmiey
fairy	fariy
Balls	Balls
rabbi	arbbi
honky	hnoky
Jiggy	Jgigy
forni	froni
slant	lsant
boong	boong
Asses	Asses
Bible	iBble
Mafia	Mafai
mocky	omcky
moles	moels
Jesus	Jseus
Dirty	Ditry
asses	asses
limey	lmiey
Gubba	Gubba
Darky	Draky
Pocha	Pohca
prick	rpick
idiot	idoit
Bitch	iBtch
erect	ercet
jihad	jhiad
Hussy	Hussy
Faith	Faiht
titty	ittty
Satan	Staan
devil	deivl
blind	bilnd
necro	nerco
Slime	Silme
Osama	Oasma
satan	satna
booty	booty
pubic	upbic
Adult	Adlut
sluts	sults
cohee	ochee
gyppo	gyppo
latin	laitn
Boner	Boenr
Jihad	Jhiad
Pansy	aPnsy
Skank	Sknak
Mgger	Mggre
Sooty	Sooty
shoot	shoto
sperm	sprem
nymph	nymhp
lesbo	lebso
chink	cihnk
ikey	kiey
jigg	ijgg
bomd	obmd
Hell	eHll
Paki	Paik
Skum	Sukm
Nook	oNok
Anal	Anla
dope	odpe
Rere	Rree
Hoes	Hose
turd	utrd
Fore	oFre
meth	meht
fuck	ufck
scum	sucm
Piky	Piyk
whiz	wihz
Piss	iPss
tard	atrd
bast	bsat
cunt	ucnt
nazi	nzai
mams	masm
Hole	oHle
Pimp	iPmp
Nuke	Nkue
Cock	oCck
Babe	aBbe
Slut	Sult
Fear	eFar
abbo	abbo
spig	sipg
pimp	ipmp
jism	jsim
rere	rree
kunt	kutn
scag	sacg
slav	lsav
hork	hrok
orga	roga
Wank	aWnk
Pube	uPbe
laid	ladi
Pric	rPic
Arab	rAab
Kink	Kikn
peck	epck
Mofo	oMfo
Pixy	Piyx
cock	ccok
Floo	Folo
dong	dnog
skum	ksum
Jizm	Jimz
groe	greo
muff	muff
pohm	phom
krap	karp
Jism	Jsim
shav	hsav
Spig	Spgi
Koon	oKon
Dead	Daed
Pi55	Pi55
Cunt	uCnt
Lies	Lise
chav	cahv
Moky	oMky
boom	bomo
jiga	jgia
Dike	Diek
Sexy	Seyx
Gypo	yGpo
Nazi	Naiz
Butt	Butt
gypo	ygpo
pixy	ipxy
Doom	Domo
cumm	cumm
teat	etat
blow	blwo
hore	hroe
heeb	heeb
jugs	jusg
phuq	hpuq
cigs	cgis
Hore	Hroe
Bong	Bogn
hebe	ehbe
phuk	puhk
Arse	Asre
snot	snto
butt	btut
alla	alal
pric	pirc
Porn	Pron
jizm	jimz
Drug	Durg
oral	orla
Poop	Popo
Tard	Trad
Burn	uBrn
Died	Deid
piss	piss
Perv	Prev
Fire	Fier
poon	pono
doom	odom
Jade	Jdae
Jigg	Jigg
Kill	Kill
Pros	rPos
Poon	Poon
Blow	lBow
damn	dman
dago	daog
kums	ukms
vibr	vbir
Puss	Psus
Shat	Saht
Crap	Carp
Tits	Ttis
Clit	Cilt
shag	shga
hell	hell
bomb	obmb
dumb	udmb
Munt	uMnt
tits	tist
Wetb	eWtb
fear	fera
nude	nued
jizz	ijzz
anus	ansu
Meth	Meht
Gook	oGok
Dink	iDnk
boob	boob
spik	psik
Geez	Geez
Lezz	eLzz
Honk	Hokn
kike	ikke
Dyke	Dyek
Taff	aTff
nook	noko
Phuq	hPuq
kill	kill
Scat	Scta
Dago	aDgo
slut	lsut
milf	mlif
Shav	Sahv
Hebe	Heeb
whop	hwop
spic	psic
wetb	webt
Slav	Slva
porn	ponr
scat	scta
Homo	Hoom
drug	drgu
Whiz	hWiz
Dive	iDve
dego	dgeo
barf	abrf
payo	pyao
lies	leis
Horn	Honr
Shag	Shga
Hapa	Haap
Jeez	eJez
pi55	pi55
puss	puss
Spit	pSit
Cigs	Cisg
whit	hwit
ra8s	ar8s
Jizz	Jizz
perv	eprv
died	dide
Spik	pSik
Pusy	Psuy
honk	ohnk
Groe	Gore
rump	rmup
shit	hsit
Krap	Krpa
Limy	iLmy
nigr	nirg
Oral	rOal
dyke	ydke
dead	deda
Hobo	Hoob
Chav	Chva
Boom	Boom
Shit	hSit
Kock	Kokc
fart	frat
Dick	Dikc
poop	opop
Dumb	uDmb
geni	gein
hoes	heos
mofo	omfo
Whit	hWit
pube	pbue
Kyke	Kyek
fuks	fkus
dick	idck
orgy	oryg
Nigg	iNgg
burn	ubrn
Kums	uKms
spit	psit
anal	aanl
hole	hloe
twat	twta
piky	piyk
Suck	uSck
Tang	Tnag
Heeb	Hebe
taff	taff
arab	arba
tang	tnag
Nude	uNde
babe	abbe
nuke	unke
Vibr	iVbr
wuss	wuss
Dies	Deis
pusy	puys
fore	foer
moky	moyk
Dong	Dnog
Smut	Smtu
Nigr	iNgr
cunn	ucnn
Coon	oCon
gypp	gpyp
kink	kikn
Laid	aLid
jeez	jeze
sick	scik
koon	kono
puke	puek
arse	rase
Sick	iSck
Payo	Pyao
Milf	Mifl
hobo	hoob
Pudd	Pudd
Itch	Ithc
Cumm	Cmum
Scag	Scga
Dego	Dgeo
Kike	Kkie
suck	usck
horn	hron
Orgy	rOgy
pros	prso
lezz	lzez
Anus	Auns
Dope	Doep
munt	umnt
Barf	aBrf
Cunn	Cunn
Fart	aFrt
Twat	Twta
Ikey	kIey
Whop	Whpo
Jugs	Jgus
Turd	Tudr
Jiga	Jgia
Peck	ePck
hapa	ahpa
Phuk	Puhk
Gipp	Gpip
Puke	Pkue
Ra8s	Ras8
paki	pkai
dies	deis
limy	ilmy
deth	dteh
Muff	uMff
Quim	Qumi
Hook	oHok
Bomb	oBmb
Wuss	Wuss
Scum	Sucm
Chin	Chni
Spic	Sipc
Boob	Boob
fire	frie
hook	hook
dike	idke
kock	kcok
nigg	nigg
coon	cono
sexy	sxey
Rump	Rmup
Fuck	uFck
clit	lcit
Fuks	Fkus
dink	dikn
shat	shta
kyke	kyek
smut	sumt
floo	folo
Deth	eDth
chin	hcin
Orga	Ogra
Abbo	Abbo
pudd	pdud
itch	icth
Rape	Rpae
jade	jaed
gook	goko
Bomd	Bodm
Damn	Danm
Alla	Alal
Snot	Sont
wank	wakn
Bast	aBst
rape	raep
homo	ohmo
crap	rcap
quim	qumi
Pohm	Pomh
Kunt	Knut
bong	bnog
dive	idve
Teat	Teta
Hork	oHrk
Geni	Gein
Mams	aMms
geez	geze
gipp	igpp
Gypp	Gypp
jew	jwe
Uck	Ukc
jiz	ijz
gob	gbo
Pud	Pdu
sob	osb
God	Gdo
sex	esx
Ass	Ass
pot	opt
Xxx	Xxx
Poo	oPo
dix	idx
nip	npi
Wog	oWg
kkk	kkk
nig	ngi
Goy	Gyo
gin	ign
poo	poo
Sob	Sbo
Fuc	uFc
Xtc	tXc
wop	owp
Gay	aGy
pee	pee
Dix	iDx
Jew	eJw
wab	awb
Mad	Mda
pud	upd
ero	eor
Sex	eSx
fat	fta
hiv	hvi
Evl	Elv
jap	ajp
tnt	ntt
Tit	iTt
gun	gnu
wtf	twf
Pom	oPm
Lez	Lze
Gob	oGb
goy	gyo
Fuk	Fku
uck	cuk
Fat	Fta
bra	rba
Tnt	nTt
cum	cmu
wog	wgo
ass	ass
Kkk	kKk
Pee	ePe
Jap	Jpa
Abo	Aob
Cum	uCm
Nip	Npi
sos	sso
pom	opm
xtc	txc
tit	itt
Gyp	Gpy
fuk	fku
evl	elv
xxx	xxx
Gun	Gnu
Kid	iKd
fok	fko
mad	amd
Sos	oSs
Fok	oFk
Gin	iGn
kum	kmu
Fag	aFg
Wab	Wba
abo	bao
die	ide
kid	kdi
gyp	gpy
Hiv	Hvi
lsd	lds
gay	agy
god	gdo
Nig	Ngi
Bra	Bar
Jiz	iJz
Pot	Pto
Wop	Wpo
Kum	Kmu
Lsd	sLd
lez	lze
fag	afg
Wtf	tWf
fuc	fcu
Ero	Eor
Die	Dei
uk	ku
wn	nw
ho	oh
ky	yk
Wn	nW
Uk	kU
fu	uf
Ky	yK
bi	ib
Bi	iB
Ho	oH
Fu	uF
